#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
121,"Tunnel of Love - Remix","ilyTOMMY,Savage Ga$p",43,160,"aesthetic rap","Hip Hop","Tunnel of Love (Remix)",2019-08-23,03:36,83,85,27,0,79,10,10,-8,F Major,4,2023-12-26,7fDKNpxKgp9KsDoDFCN08w,"300 Entertainment",7B,https://p.scdn.co/mp3-preview/21cc4fb87ccd61d22ab9355616ad9ee816d92dbc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485176e8d28d06a89241b4c79c8d
122,"恋愛サーキュレーション","物語シリーズ",65,120,"","","Utamonogatari Special Edition (Original Soundtrack)",2018-11-02,04:15,81,79,5,0,94,0,10,-6,C♯/D♭ Minor,4,2023-12-26,5P8lyudWE7HQxb4ludLbEm,"NITRON concepts",12A,https://p.scdn.co/mp3-preview/117c4ae5e28721f1d19aa0435fd7cb38323f13e5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851730cc8eb459c92944233e891
123,"Fuck Me in Shibuya","Ashnikko",48,138,"alt z, escape room","Pop","Sass Pancakes",2017-05-12,03:39,63,72,0,0,38,10,20,-7,A Major,4,2023-12-26,6oZZofAuIiYl8Wai516Iu1,"Parlophone UK",11B,https://p.scdn.co/mp3-preview/bb9d50120dffe7464f9e754b62a805f338f3c6fb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851eb91eee69c987ba9abd44f40
124,"SLOW DANCING IN THE DARK","Joji",82,89,"viral pop","Pop","BALLADS 1",2018-10-26,03:29,52,48,54,1,28,0,10,-7,D#/E♭ Major,4,2023-12-26,0rKtyWc8bvkriBthvHKY8d,"88rising Music/Warner Records",5B,https://p.scdn.co/mp3-preview/1aa59cfc4e15a45403fd35eb72ce62acd8a45f58?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485160ba1d6104d0475c7555a6b2
125,"Video Games","Lana Del Rey",78,73,"art pop, pop","Pop","Born To Die - The Paradise Edition",2012-01-01,04:41,24,25,81,0,18,0,0,-10,F#/G♭ Minor,5,2023-12-26,0fBSs3fRoh1yJcne77fdu9,"Polydor Records",11A,,https://i.scdn.co/image/ab67616d00004851ebc8cfac8b586bc475b04918
126,"Rotisserie","Yung Gravy,bbno$",53,96,"meme rap, minnesota hip hop, canadian hip hop, dark trap","Hip Hop","Baby Gravy EP",2017-10-11,02:03,86,67,20,0,45,20,20,-7,C♯/D♭ Major,3,2023-12-26,4zDMybUdMSewKNxmGffD7v,"Yung Gravy & bbno$",3B,https://p.scdn.co/mp3-preview/23f0bc7f3ecc4d05aa4412bd1ebb616f9686a5fa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511112f72cfed05bbb373ea0e0
127,"All Girls Are The Same","Juice WRLD",86,162,"chicago rap, melodic rap, rap","Hip Hop","Goodbye & Good Riddance",2018-12-10,02:45,67,53,8,0,20,30,0,-7,C Major,4,2023-12-26,4VXIryQMWpIdGgYR4TrjT1,"Juice WRLD Mixtape / ISR P&D",8B,,https://i.scdn.co/image/ab67616d00004851f7db43292a6a99b21b51d5b4
128,"Sanctuary","Joji",61,168,"viral pop","Pop","Sanctuary",2019-06-14,03:00,55,65,42,0,32,10,30,-7,C♯/D♭ Major,4,2023-12-26,3xaugmCyXrVkrDTXbFkMW3,"88rising Music/Warner Records",3B,https://p.scdn.co/mp3-preview/5d7406c802b420c422eccd355b7fbe0f8c41901e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a67b20cc424172b849896a99
129,"Ransom","Lil Tecca",83,180,"melodic rap, pluggnb, rap","Hip Hop","We Love You Tecca",2019-08-30,02:11,75,64,2,0,23,20,0,-6,G Minor,4,2023-12-26,1lOe9qE0vR9zwWQAOk6CoO,"Republic Records",6A,,https://i.scdn.co/image/ab67616d00004851bd69bbde4aeee723d6d08058
130,"Bandsville","BABY GRAVY,Yung Gravy,bbno$",48,160,"meme rap, minnesota hip hop, canadian hip hop, dark trap","Hip Hop","Baby Gravy 2",2020-02-14,01:53,83,39,13,0,35,40,10,-8,C Major,3,2023-12-26,00SiZEELZ0K4gkUl0rU529,"Baby Gravy",8B,https://p.scdn.co/mp3-preview/cab8ddbe9677cc40da3b36c5f42df612e8ddc386?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485115f04c6e3d7c57a5a4348bca
131,"Born To Die","Lana Del Rey",76,86,"art pop, pop","Pop","Born To Die - The Paradise Edition",2012-01-01,04:45,43,63,22,0,38,0,20,-7,E Minor,4,2023-12-26,4Ouhoi2lAhrLJKFzUqEzwl,"Polydor Records",9A,,https://i.scdn.co/image/ab67616d00004851ebc8cfac8b586bc475b04918
132,"Pills","Joji",56,81,"viral pop","Pop","In Tongues (Deluxe)",2018-02-14,03:07,45,41,58,77,24,0,10,-11,B Major,3,2023-12-26,5xwKCPdE3kyU0XwqfbyQsx,"88rising Music / EMPIRE",1B,https://p.scdn.co/mp3-preview/9374e26727b7022cf1d4a90e2a0ac1c968ef7736?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e947f66f6d4eeaa56a28767
133,"Shots","Lil Tecca",70,108,"melodic rap, pluggnb, rap","Hip Hop","We Love You Tecca",2019-08-30,01:49,83,58,53,0,51,0,0,-6,G Minor,4,2023-12-26,6eSU1exzDvBEXmBRxspeh5,"Republic Records",6A,,https://i.scdn.co/image/ab67616d00004851bd69bbde4aeee723d6d08058
134,"Blueberry Faygo","Lil Mosey",75,99,"melodic rap, rap conscient","Hip Hop","Certified Hitmaker",2020-02-06,02:42,77,55,21,0,35,0,10,-8,C Major,4,2023-12-26,22LAwLoDA5b4AaGSkg6bKW,"Mogul Vision/Interscope Records",8B,,https://i.scdn.co/image/ab67616d000048510824105a6282782aaabb0584
135,"NO FUN","Joji",60,97,"viral pop","Pop","BALLADS 1",2018-10-26,02:48,81,48,80,0,72,0,20,-7,F Major,4,2023-12-26,4sbtM9ORGwmxGkXfctXbJq,"88rising Music/Warner Records",7B,https://p.scdn.co/mp3-preview/a5f20a01faa0f49fcfbd24d033694c6fdb00dab0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485160ba1d6104d0475c7555a6b2
136,"Someone Said","Swae Lee",43,150,"melodic rap, rap, trap","Hip Hop","Someone Said",2020-02-28,03:43,90,49,0,36,26,10,10,-10,D Major,4,2023-12-26,5awaEIMiJboRO7ycF6UOot,"Eardruma Records/Interscope Records",10B,,https://i.scdn.co/image/ab67616d000048512faf794125630afde98803a3
137,"Moana","G-Eazy,Jack Harlow",59,206,"indie pop rap, oakland hip hop, pop rap, rap, deep underground hip hop, kentucky hip hop","Hip Hop","Moana",2020-04-29,02:58,75,50,4,0,35,20,10,-7,C♯/D♭ Major,4,2023-12-26,1Tfxi7N3DW4zvAuVjt9g8X,"BPG/RVG/RCA Records",3B,https://p.scdn.co/mp3-preview/d62e990abba07c70e6f6e1be6bf6a21905b9024b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519b6c96055af3892145d4396b
138,"Baby I'm Yours","Breakbot,Irfane",60,118,"filter house, funktronica, nu disco, ","Electronic, R&B","Baby I'm Yours",2010-02-15,03:35,83,79,71,0,74,0,10,-4,D Minor,4,2023-12-26,5jr6pG3khBcBXZRm8NogSe,"Ed Banger Records",7A,https://p.scdn.co/mp3-preview/4b1309ae4f0b6f2e62caf8dd609d57c00fa7ebb8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d55f44fb47f63f0e7048a5a1
139,"shining on my ex","bbno$,Yung Gravy",55,89,"canadian hip hop, dark trap, meme rap, minnesota hip hop","Hip Hop","i don't care at all",2019-11-08,02:20,65,49,12,0,62,30,0,-9,E Minor,4,2023-12-26,1IhMuuTCpO0K7BM2MmIZ0w,"bbno$",9A,https://p.scdn.co/mp3-preview/2c604f142c745435460af56f53ff294c96df7c50?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b8f8efea25eab02ad81c9774
140,"Somebody","Internet Money,Lil Tecca,A Boogie Wit da Hoodie",33,90,"pop rap, trap, melodic rap, pluggnb, rap","Hip Hop","Somebody",2019-10-11,02:54,63,67,36,0,33,20,10,-7,F#/G♭ Minor,4,2023-12-26,735RSTb2xbtWbDtKD9XDYi,"Internet Money Records / TenThousand Projects, LLC",11A,,https://i.scdn.co/image/ab67616d00004851a5a6adca55a0a15c16ecc64a
141,"Lucid Dreams","Juice WRLD",85,84,"chicago rap, melodic rap, rap","Hip Hop","Goodbye & Good Riddance",2018-12-10,03:59,51,57,35,0,22,20,30,-7,F#/G♭ Minor,4,2023-12-26,285pBltuF7vW8TeWk8hdRR,"Juice WRLD Mixtape / ISR P&D",11A,,https://i.scdn.co/image/ab67616d00004851f7db43292a6a99b21b51d5b4
142,"slop","bbno$",35,174,"canadian hip hop, dark trap, meme rap","Hip Hop","slop",2019-10-18,02:45,72,41,29,0,22,30,0,-11,C Major,4,2023-12-26,5X5w66oR8QlDrHDTWrEZeh,"bbno$",8B,https://p.scdn.co/mp3-preview/7c62309c5d6d50735cded1ea8e2b0095a3d2a22c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef503bd480cb5c81ae2ee491
143,"Unaccommodating (feat. Young M.A)","Eminem,Young M.A",60,90,"detroit hip hop, hip hop, rap, alternative r&b, lgbtq+ hip hop, nyc rap, trap","R&B, Hip Hop","Music To Be Murdered By",2020-01-17,03:36,85,75,2,0,39,0,30,-6,C♯/D♭ Major,4,2023-12-26,0q2vG0UVuy6ajjcpkQHdZM,"Shady/Aftermath/Interscope Records",3B,,https://i.scdn.co/image/ab67616d000048512f44aec83b20e40f3baef73c
144,"HIGHEST IN THE ROOM","Travis Scott",84,76,"hip hop, rap, slap house","Hip Hop, Electronic","HIGHEST IN THE ROOM",2019-10-04,02:55,60,43,5,0,6,0,20,-9,G Minor,4,2023-12-26,3eekarcy7kvN4yt5ZFzltW,"Cactus Jack/Epic",6A,https://p.scdn.co/mp3-preview/387b31c31b72f0c16e33d0c78bab869b0a0f4eb3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e42b5fea4ac4c3d6328b622b
145,"STOP TRYING TO BE GOD","Travis Scott",70,150,"hip hop, rap, slap house","Hip Hop, Electronic","ASTROWORLD",2018-08-03,05:38,59,57,22,0,11,0,10,-4,E Minor,4,2023-12-26,1xYpVRspgaLxdJLOTQkTjg,"Cactus Jack / Epic",9A,https://p.scdn.co/mp3-preview/94d1a277b4b8b4598f8f1b5737a6389239c456d8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851072e9faef2ef7b6db63834a3
146,"Sauce!","XXXTENTACION",64,135,"emo rap, miami hip hop, rap","Hip Hop","XXXTENTACION Presents: Members Only, Vol. 4",2019-01-23,02:24,68,31,58,0,41,0,10,-14,D#/E♭ Minor,4,2023-12-26,3jq1RpStaB1YGyN3rRZGca,"Members Only / EMPIRE",2A,https://p.scdn.co/mp3-preview/5633dea76abc1894dd7eb2a77704aa6f5c33fcd2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485165ba84e2771cc90d8192a06a
147,"YEAH RIGHT","Joji",77,169,"viral pop","Pop","BALLADS 1",2018-10-26,02:54,67,59,62,24,20,10,10,-10,C♯/D♭ Major,4,2023-12-26,1VGzxJnVQND7Cg5H5wGj14,"88rising Music/Warner Records",3B,https://p.scdn.co/mp3-preview/a5583f1e308e542367e722ed879b93bdb4e25f8f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485160ba1d6104d0475c7555a6b2
148,"Whip A Tesla","Yung Gravy,bbno$",59,170,"meme rap, minnesota hip hop, canadian hip hop, dark trap","Hip Hop","Sensational",2019-05-31,02:33,81,53,18,0,54,30,0,-7,A Minor,4,2023-12-26,6nsyYPCDUSacgXci9mvWln,"Republic Records",8A,,https://i.scdn.co/image/ab67616d0000485115353ebee04814bb8153aa74
149,"IDK","Lil Tecca",45,80,"melodic rap, pluggnb, rap","Hip Hop","IDK",2020-02-07,03:06,68,58,3,0,64,20,0,-8,A Minor,4,2023-12-26,1tdofYaObJtffeWsCFrg04,"Galactic Records/Republic Records",8A,,https://i.scdn.co/image/ab67616d000048519a3cdcdfb4e4afefad6179cf
150,"Godzilla (feat. Juice WRLD)","Eminem,Juice WRLD",88,166,"detroit hip hop, hip hop, rap, chicago rap, melodic rap","Hip Hop","Music To Be Murdered By",2020-01-17,03:30,81,75,14,0,83,30,20,-5,A#/B♭ Minor,4,2023-12-26,7FIWs0pqAYbP91WWM0vlTQ,"Shady/Aftermath/Interscope Records",3A,,https://i.scdn.co/image/ab67616d000048512f44aec83b20e40f3baef73c
151,"Turks (feat. Travis Scott)","NAV,Gunna,Travis Scott",64,119,"canadian hip hop, canadian trap, melodic rap, rap, trap, atl hip hop, hip hop, slap house","Hip Hop, Electronic","Turks",2020-03-27,02:41,89,62,8,0,39,10,50,-4,G Minor,4,2023-12-26,0lSZh5W0wDeurkGzLYY6hf,"Republic Records",6A,,https://i.scdn.co/image/ab67616d0000485119df39f54bf7f87a2897136e
152,"Cradles","Sub Urban",2,67,"modern indie pop","Pop","Cradles",2019-01-04,03:29,58,59,27,0,63,30,10,-2,C♯/D♭ Major,3,2023-12-26,18A7ha5BitZjmdHTCwXFbU,"NCS",3B,,https://i.scdn.co/image/ab67616d00004851cec7c8ebb684882dbaf476f5
153,"what would baby do?","bbno$,lentra",35,150,"canadian hip hop, dark trap, meme rap","Hip Hop","what would baby do?",2020-04-17,02:33,80,47,57,0,77,20,10,-12,F#/G♭ Minor,4,2023-12-26,0uLgF7pdj9Gk4ok1z5OVFh,"bbno$",11A,https://p.scdn.co/mp3-preview/03c7aaea65832d57b6418986ad86b80bbd987566?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f38240268a558b4c6e59b8e8
154,"Amigo","Lil Tecca",70,90,"melodic rap, pluggnb, rap","Hip Hop","We Love You Tecca",2019-08-30,02:30,77,67,42,0,53,20,10,-7,G Minor,4,2023-12-26,2BULAwmRpScmZE7YOF07e5,"Republic Records",6A,,https://i.scdn.co/image/ab67616d00004851bd69bbde4aeee723d6d08058
155,"Phoenix","League of Legends,Cailin Russo,Chrissy Costanza",70,168,"speedrun, video game music, la pop, ","Pop, Electronic, Classical","Phoenix",2019-10-08,03:17,42,72,6,0,29,10,10,-7,A#/B♭ Minor,4,2023-12-26,6zAiRKvAMlXHxEtyO4yxIO,"Riot Games",3A,https://p.scdn.co/mp3-preview/619f4e362cdb72a2237b6c271178f02cc09d813d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a91543c0ec0301cca07792dc
156,"Stalker","Bangers Only,Sannan",36,100,"sad rap","Hip Hop","Stalker",2020-06-24,02:43,87,63,42,0,36,0,10,-6,F Minor,4,2023-12-26,3vxtXePnUwn97N8ZzEZKZx,"Bangers Only",4A,https://p.scdn.co/mp3-preview/cc2e66fd8c6b1239f3a974096e0a7460dc7b4009?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851583a6b1e9557b290200a9173
157,"Dream On","Aerosmith",7,161,"album rock, classic rock, hard rock, rock","Rock","Aerosmith",1973-01-05,04:26,31,43,39,0,22,0,30,-10,C♯/D♭ Major,4,2023-12-26,5MxNLUsfh7uzROypsoO5qe,"Columbia",3B,,https://i.scdn.co/image/ab67616d00004851b11078ee23dcd99e085ac33e
158,"Realer N Realer","Future,Juice WRLD",65,148,"atl hip hop, hip hop, rap, southern hip hop, trap, chicago rap, melodic rap","Hip Hop","Future & Juice WRLD Present... WRLD ON DRUGS",2018-10-19,02:50,73,47,1,0,37,20,20,-6,C♯/D♭ Major,4,2023-12-26,4VMiNOpnjRwSCwmHaUfOMM,"Epic/Freebandz/Grade A/Interscope",3B,https://p.scdn.co/mp3-preview/f4cc4101642292df50576b958b3147183064781b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851644c510e8d4c02ae69028297
159,"Gasoline, Pt. 2","BABY GRAVY,Yung Gravy,bbno$,Spark Master Tape",39,104,"meme rap, minnesota hip hop, canadian hip hop, dark trap, ","Hip Hop","Baby Gravy 2",2020-02-14,03:18,75,51,27,0,37,10,20,-11,B Minor,4,2023-12-26,71ZG3jj5D4ZD0QX9nugji7,"Baby Gravy",10A,https://p.scdn.co/mp3-preview/8911f556488635a0bd9fbaeaefb1353303883252?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485115f04c6e3d7c57a5a4348bca
160,"Blinding Lights","The Weeknd",91,171,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","After Hours",2020-03-20,03:20,51,73,0,0,33,0,0,-6,C♯/D♭ Major,4,2023-12-26,0VjIjW4GlUZAMYd2vXMi3b,"Republic Records",3B,,https://i.scdn.co/image/ab67616d000048518863bc11d2aa12b54f5aeb36
161,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne,Wiz Khalifa,Imagine Dragons,X Ambassadors,Logic,Ty Dolla $ign",61,169,"hip hop, new orleans rap, pop rap, rap, trap, pittsburgh rap, southern hip hop, modern rock, pop, rock, modern alternative rock, stomp pop, conscious hip hop, r&b, trap soul","Hip Hop, Rock, Pop, R&B","Suicide Squad: The Album",2016-08-05,04:03,50,79,26,0,74,30,60,-4,A Minor,4,2023-12-26,7qUJQSNX9QNf46CC6FgH66,"Atlantic Records",8A,https://p.scdn.co/mp3-preview/b606811412cc3e1a52fc34c44d7bebe633efc1b9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cb4ec52c48a6b071ed2ab6bc
162,"Will He","Joji",70,116,"viral pop","Pop","In Tongues (Deluxe)",2018-02-14,03:22,62,22,84,0,9,0,50,-15,A#/B♭ Major,4,2023-12-26,7wvwXi9Z66dcH5t202vVkN,"88rising Music / EMPIRE",6B,https://p.scdn.co/mp3-preview/1f6df4e2fcea275589d3d11b2201cc2d9f741830?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e947f66f6d4eeaa56a28767
163,"Iron Man","Black Sabbath",51,157,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal","Rock, Metal","Paranoid (2009 Remastered Version)",1970-09-18,05:54,33,77,0,0,53,0,0,-12,A Major,4,2023-12-26,0TI8TP4FitVPoEHPTySx48,"Sanctuary Records",11B,,https://i.scdn.co/image/ab67616d000048519683e5d7361bb80bfb00f46d
164,"No Type","Rae Sremmurd",72,125,"melodic rap, mississippi hip hop, pop rap, rap, trap","Hip Hop","SremmLife",2015-01-06,03:20,89,49,2,0,24,10,0,-8,F#/G♭ Major,4,2023-12-26,4scpF6J5uMBvoh6sFB7EL1,"Mike WiLL Made-It",2B,,https://i.scdn.co/image/ab67616d000048514ca3fb4517ff722918877460
165,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD,YoungBoy Never Broke Again",71,180,"chicago rap, melodic rap, rap, baton rouge rap","Hip Hop","Bandit (with YoungBoy Never Broke Again)",2019-10-04,03:09,47,63,7,0,43,30,10,-6,F Minor,4,2023-12-26,6Gg1gjgKi2AK4e0qzsR7sd,"Grade A Productions/Interscope Records",4A,,https://i.scdn.co/image/ab67616d000048515b4bee4c0dfe7f1ec4b2cc6d
166,"Symphony Of Destruction - Remastered 2012","Megadeth",68,140,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Countdown To Extinction (Deluxe Edition - Remastered)",1992-06-14,04:01,66,91,0,68,71,0,10,-5,E Minor,4,2023-12-26,5mR858YsHYG761aUqZoGkD,"Capitol Records",9A,,https://i.scdn.co/image/ab67616d000048514be345f026469be09f12a92e
167,"TNT","Anthrax",40,126,"alternative metal, glam metal, groove metal, hard rock, metal, nu metal, old school thrash, rap metal, rock, speed metal, thrash metal","Metal, Rock","Worship Music",2013-03-22,03:37,56,87,0,0,56,10,0,-4,G#/A♭ Major,4,2023-12-26,4OhWrfF8HnUkMw5cu6uSk2,"Nuclear Blast",4B,https://p.scdn.co/mp3-preview/2ee2083d1bd377250e4260c4d7766de1129dd252?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851eb9ff759659f120715fd5a7f
168,"Addicted To Chaos - Remastered 2004","Megadeth",50,97,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Youthanasia (Expanded Edition - Remastered)",1994-10-28,05:27,56,86,0,0,43,0,0,-5,C♯/D♭ Major,4,2023-12-26,4Ka1hOiCQw1a5RVyzW4Xu1,"Capitol Records",3B,,https://i.scdn.co/image/ab67616d000048513171798d5cfc745f0ba24c84
169,"Super Collider","Megadeth",33,111,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Super Collider",2013-01-01,04:11,49,96,0,16,22,0,10,-3,C Major,4,2023-12-26,3H4oZvt8ettC1rKOimDrvq,"AG Records (Megadeth) 2017",8B,,https://i.scdn.co/image/ab67616d00004851872b0074ecb6b93ff5676093
170,"CAN'T GET OVER YOU (feat. Clams Casino)","Joji,Clams Casino",68,130,"viral pop, cloud rap, experimental hip hop, instrumental hip hop, psychedelic hip hop","Hip Hop, Pop","BALLADS 1",2018-10-26,01:47,90,32,68,8,84,30,0,-9,A Major,4,2023-12-26,39oeKRgsLeynDIbWuXyA47,"88rising Music/Warner Records",11B,https://p.scdn.co/mp3-preview/9673c0cb56d25cf341521f5e1b5db2736b71395a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485160ba1d6104d0475c7555a6b2
171,"ZEZE (feat. Travis Scott & Offset)","Kodak Black,Offset,Travis Scott",79,98,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino, atl hip hop, hip hop, pop rap, slap house","Hip Hop, Electronic, Latin","Dying to Live",2018-12-14,03:48,86,60,5,0,50,10,0,-6,G#/A♭ Minor,4,2023-12-26,0FZ4Dmg8jJJAPJnvBIzD9z,"Atlantic Records",1A,https://p.scdn.co/mp3-preview/08f1dd44f568b292b28283d9da851c0625ef0075?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f9508eb3070b95ceeb82788b
172,"Demons","Joji",64,168,"viral pop","Pop","In Tongues (Deluxe)",2018-02-14,02:56,46,38,42,9,4,10,10,-11,D Minor,3,2023-12-26,77UXyXy6qie0sOtLdEIH4A,"88rising Music / EMPIRE",7A,https://p.scdn.co/mp3-preview/8dc978c39f1f2856a9173060754b73f5bc068bc0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e947f66f6d4eeaa56a28767
173,"Love Me","Lil Tecca",78,204,"melodic rap, pluggnb, rap","Hip Hop","We Love You Tecca",2019-08-30,01:57,72,54,63,0,80,20,10,-7,B Minor,4,2023-12-26,4e0FYxSROat25pH16zMTZI,"Republic Records",10A,,https://i.scdn.co/image/ab67616d00004851bd69bbde4aeee723d6d08058
174,"ASTROTHUNDER","Travis Scott",77,152,"hip hop, rap, slap house","Hip Hop, Electronic","ASTROWORLD",2018-08-03,02:22,70,46,14,0,29,0,10,-8,E Minor,4,2023-12-26,4MXhiYIRDMGAuvZc5IFTwC,"Cactus Jack / Epic",9A,https://p.scdn.co/mp3-preview/7400069aa1157e71455bf45fcbf29d897287b2a2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851072e9faef2ef7b6db63834a3
175,"Enter Sandman","Metallica",82,123,"hard rock, metal, old school thrash, rock, thrash metal","Rock, Metal","Metallica",1991-08-12,05:31,58,83,0,1,60,0,0,-9,F#/G♭ Minor,4,2023-12-26,5sICkBXVmaCQk5aISGR3x1,"Blackened Recordings / Universal Music",11A,,https://i.scdn.co/image/ab67616d00004851cf84c5b276431b473e924802
176,"Myrtle Beach Summer 1974","BABY GRAVY,Yung Gravy,bbno$",44,142,"meme rap, minnesota hip hop, canadian hip hop, dark trap","Hip Hop","Baby Gravy 2",2020-02-14,02:08,83,63,4,18,64,0,0,-8,A Major,4,2023-12-26,42E6UcdoJvsLXFWfdnmKGh,"Baby Gravy",11B,https://p.scdn.co/mp3-preview/25f64dfd2f3e8504b01e0e0256f96d5b93d0b35d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485115f04c6e3d7c57a5a4348bca
177,"P2","Lil Uzi Vert",65,155,"hip hop, melodic rap, philly rap, rage rap, rap","Hip Hop","Eternal Atake",2020-03-06,03:54,78,72,2,0,49,10,10,-5,B Minor,4,2023-12-26,3kW4z2pIj5VY5fLjBrMRL5,"Generation Now/Atlantic",10A,https://p.scdn.co/mp3-preview/921cde773a79522d702fe89fa443c214b03168df?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d5f1bbe527fa685633339add
178,"Feel Good Inc.","Gorillaz",84,139,"alternative hip hop, modern rock, rock","Hip Hop, Rock","Demon Days",2005-05-23,03:42,82,71,1,0,77,10,60,-7,F#/G♭ Major,4,2023-12-26,0d28khcov6AiegSCpG5TuT,"Parlophone UK",2B,https://p.scdn.co/mp3-preview/b13a1bb2d8a04132982a49b6efee933cc9d67c7e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485119d85a472f328a6ed9b704cf
179,"quarantine freestyle","bbno$,lentra",33,138,"canadian hip hop, dark trap, meme rap","Hip Hop","quarantine freestyle",2020-03-31,01:32,84,54,57,0,82,30,0,-11,F#/G♭ Major,3,2023-12-26,0gmuEmkw0Yylh6aO6Cd3g7,"bbno$",2B,https://p.scdn.co/mp3-preview/678650772f43de6a8231da1d167db475982b49fc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b55f2b69ddbf3e5beaf75a74
180,"Roses - Imanbek Remix","SAINt JHN,Imanbek",0,122,"melodic rap, slap house, electro house, pop dance","Electronic, Hip Hop","Roses (Imanbek Remix)",2019-09-20,02:56,78,72,1,0,90,0,20,-5,G#/A♭ Major,4,2023-12-26,1B9q3WuC4HAtBUSTRVOkYH,"YENİ DÜNYA MÜZİK",4B,,https://i.scdn.co/image/ab67616d00004851bf66ce19dfbb57c5718682a8
181,"Cadbury Creme","BABY GRAVY,Yung Gravy,bbno$,TrippyThaKid",38,150,"meme rap, minnesota hip hop, canadian hip hop, dark trap","Hip Hop","Baby Gravy 2",2020-02-14,03:07,76,54,32,0,73,20,80,-9,A Minor,3,2023-12-26,5iYCyMIULvh6dcHfNbBKmV,"Baby Gravy",8A,https://p.scdn.co/mp3-preview/adc6c221da4c7fe13df706e420dae2003997d0a9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485115f04c6e3d7c57a5a4348bca
