#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
791,"pouch","bbno$",32,120,"canadian hip hop, dark trap, meme rap","Hip Hop","i don't care at all",2019-11-08,02:12,96,36,21,0,63,40,10,-11,G#/A♭ Major,4,2024-01-05,0USHtNOi1gGvSr2Ea7lcyx,"bbno$",4B,https://p.scdn.co/mp3-preview/1f5d5f65cf6b4e17c19992b21662e00b8713d1be?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b8f8efea25eab02ad81c9774
792,"POP/STARS","K/DA,Madison Beer,(G)I-DLE,Jaira Burns,League of Legends",73,170,"k-pop girl group, pop, alt z, speedrun, video game music","Pop, Electronic, Classical","POP/STARS",2018-11-03,03:11,57,77,2,0,39,0,10,-4,G Major,4,2024-01-05,5sbooPcNgIE22DwO0VNGUJ,"Riot Games",9B,https://p.scdn.co/mp3-preview/ac76d80c24fb8bd37892da71dfa90641761e582c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d1241debb8543af8322a7d6a
793,"Baby I'm Yours","Arctic Monkeys",73,114,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Leave Before The Lights Come On",2006-08-14,02:32,46,60,22,0,64,0,10,-9,D Major,4,2024-01-05,0SzvmWfOhoxZVGrmvb56YL,"Domino Recording Co",10B,https://p.scdn.co/mp3-preview/0d5a20ec4d3e9367944534d280a4461c67101218?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fc5f23d71de7ad824565f94c
794,"Bana Da Söyle","Ferdi Tayfur",50,172,"arabesk","Pop","Bana Da Söyle",1991-07-22,05:31,35,46,76,0,69,0,10,-13,E Minor,4,2024-01-05,0pVa4DiskjPRkCtxIb4gHl,"FERDİFON PLAK KASET",9A,https://p.scdn.co/mp3-preview/4da27e8e6ff7fc52904e07e64801f761c4192f3d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851019090d42ac6cab1597c4150
795,"Dile","Don Omar",84,94,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino","Hip Hop, Pop, Latin","The Last Don",2003-01-01,03:24,82,71,18,0,71,10,0,-8,E Minor,4,2024-01-05,69Ej1xrGjOcHvIMtMKxK0G,"UMLE - Machete",9A,,https://i.scdn.co/image/ab67616d00004851b4070df60fced11f282548d0
796,"BOOMBAYAH","BLACKPINK",76,125,"k-pop, k-pop girl group, pop","Pop","SQUARE ONE",2016-08-08,04:00,66,84,0,0,40,0,50,-3,F Minor,4,2024-01-05,13MF2TYuyfITClL1R2ei6e,"YG Entertainment",4A,https://p.scdn.co/mp3-preview/1456b2c25081430313dd1c81c505f98d27585075?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ff4ec21d7817138cabcc19bc
797,"İnsanın Düştüğü Durumlar","Adamlar",47,104,"turkish rock","Rock","Eski Dostum Tankla Gelmiş",2014-09-08,04:44,58,56,1,0,60,0,10,-7,C Minor,4,2024-01-05,5oX6ZxPCilbqpIg5JM07Oj,"Fono Müzik Üretim",5A,https://p.scdn.co/mp3-preview/acb026cf78e06bd5d290f1dea697f60b8f45e396?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851956b9f22e3d5bb055c905815
798,"Senden Vazgeçmem","Müslüm Gürses",49,114,"arabesk","Pop","Senden Vazgeçmem",1994-04-18,05:20,41,57,22,0,62,0,20,-8,D Minor,5,2024-01-05,5NkPLrPN854wRjLqfSqfVm,"Esen",7A,https://p.scdn.co/mp3-preview/d7c652ea3f077adad0bedf12b57a37640e1f2ae2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cb23a1557853aabf00bc84d2
799,"Crawling","Linkin Park",49,105,"alternative metal, nu metal, post-grunge, rap metal, rock","Metal, Rock","Hybrid Theory (20th Anniversary Edition)",2020-10-09,03:28,58,70,5,0,28,0,50,-6,E Major,4,2024-01-05,1BfzeCKzo8xSvJcYLmnP8f,"Warner Records",12B,https://p.scdn.co/mp3-preview/d91cf888016a959b3d39c9f26de1d696be481545?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f1a378f8bcaa4be358f02ca2
800,"Ornn, the Fire Beneath the Mountain (From League of Legends: Season 7)","League of Legends",39,80,"speedrun, video game music","Electronic, Classical","The Music of League of Legends: Season 7 (Original Game Soundtrack)",2019-10-13,02:38,23,22,1,91,8,0,10,-15,C Major,4,2024-01-05,1aErP1CfgNuZOjsLTuun2C,"Riot Games",8B,https://p.scdn.co/mp3-preview/a55bf3bc79c4e3706148ac132643196b25c116eb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d6ba622d2076dd032b00424a
801,"Küskünüm","Müslüm Gürses",54,86,"arabesk","Pop","Küskünüm",1986-05-22,04:56,34,54,55,7,49,0,80,-7,F Minor,4,2024-01-05,3xFojv5umUT9plBS7v6lWa,"BAYAR MÜZİK ÜRETİM",4A,https://p.scdn.co/mp3-preview/f59b3cbf88bc99383632e388a1ca7b8d6c6b1d73?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517795a558f68bf11b1077ab8b
802,"Favours","Hayden James,Nat Dunn",38,118,"aussietronica, gauze pop, house, ","Electronic, Pop","Between Us",2019-06-14,03:54,77,67,12,0,62,0,10,-7,A Minor,4,2024-01-05,4paNNGZD8qM134qqdiCEeI,"Future Classic",8A,,https://i.scdn.co/image/ab67616d00004851ab2228f272e4929418a4f55b
803,"Bir Teselli Ver","Orhan Gencebay",45,120,"arabesk, turkish folk, turkish psych","Pop, Folk/Acoustic","Klasikler Sizin Seçtikleriniz Vol.1",1998-03-05,04:32,37,60,62,0,35,0,20,-5,F Major,4,2024-01-05,2Ao2LEico0pK1lVrZFzhod,"Kervan Plakçilik Kasetçilik",7B,https://p.scdn.co/mp3-preview/bb48844b5e921a3a6ab798ba96d3e9b43a1a5489?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c7b7af47b42722cd9a208258
804,"BETTER","TWICE",54,125,"k-pop, k-pop girl group, pop","Pop","Perfect World",2021-07-28,03:43,77,70,0,0,58,0,30,-5,F#/G♭ Minor,4,2024-01-05,1Wrn6btrungVsBjyViLnuY,"WM Japan",11A,https://p.scdn.co/mp3-preview/fcf739723a53c430242f808db063849522f0807b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851579e945923463492cb43a5ce
805,"jack money bean","bbno$,Yung Gravy,lentra",40,92,"canadian hip hop, dark trap, meme rap, minnesota hip hop","Hip Hop","jack money bean",2020-08-14,02:33,81,52,36,0,76,20,10,-9,C♯/D♭ Major,4,2024-01-05,1llynwiSRD0fZJbpObGy4v,"bbno$",3B,https://p.scdn.co/mp3-preview/bc96532a378222f550f70d8ffd837dfe4effe88c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e1fa1aa10deb0a5df68fe9aa
806,"Doktor","Hakan Taşıyan",0,146,"arabesk","Pop","Sensiz İki Gün",1997-04-04,05:41,52,59,55,0,55,0,30,-10,C♯/D♭ Minor,4,2024-01-05,7uWKt3gz4QvtanBw38ewA7,"SILA KASETÇİLİK SAN.",12A,,https://i.scdn.co/image/ab67616d00004851f84f21aef917b19f99c77af0
807,"Higher","Lemaitre,Maty Noyes",49,172,"norwegian pop, alt z","Pop","Chapter One",2017-06-02,03:51,47,84,22,0,32,0,10,-5,E Minor,4,2024-01-05,2jIMtd2GaUesi6u3hO2Anb,"Astralwerks (ASW)",9A,,https://i.scdn.co/image/ab67616d000048513d032d3653955186330aab1b
808,"Lillia, the Bashful Bloom","League of Legends",33,177,"speedrun, video game music","Electronic, Classical","Lillia, the Bashful Bloom",2020-07-23,03:25,20,35,68,95,12,0,0,-17,G Minor,3,2024-01-05,6I91552iy8OYV150lH45QD,"Riot Games",6A,https://p.scdn.co/mp3-preview/0dd87adf13d771a1c467617b3a6c29006f77f59d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513d934f046e058e02aca0b864
809,"mememe","bbno$,lentra",24,112,"canadian hip hop, dark trap, meme rap","Hip Hop","mememe",2020-03-13,02:21,98,39,5,0,59,20,0,-11,C♯/D♭ Major,4,2024-01-05,0ySgIyZHnCBV9UFk36T8Ce,"bbno$",3B,https://p.scdn.co/mp3-preview/ee3a21c27444605643b55290ac90381884ce52ee?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511b89cbef65ba1c11f00abb2f
810,"HEPSİNE NE FENA","Büyük Ev Ablukada",44,115,"turkish alternative rock, turkish rock","Rock","FIRTINAYT",2017-10-06,05:12,69,50,2,0,50,0,10,-12,C♯/D♭ Minor,4,2024-01-05,72UMOAfc73lO9ci7Fzl66X,"OLMADI KACARIZ",12A,https://p.scdn.co/mp3-preview/faebb3744511ff8bb227b75f4a08530f57f7d716?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f4eb595f01b1f9b693fa9dcd
811,"Rüyalarda Buruşmuşum","Adamlar",63,115,"turkish rock","Rock","Rüyalarda Buruşmuşuz",2016-10-27,03:31,66,43,37,0,46,0,10,-9,E Major,4,2024-01-05,4cQSOn9oP0MiM7BgiRngFk,"People Make Music",12B,https://p.scdn.co/mp3-preview/c17e6adc781e34334f5f6d1727fca177300b937b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ae0f560e2cd8c5d4ffef990
812,"502 - Remastered","Megadeth",38,159,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","So Far, So Good...So What! (Expanded Edition - Remastered)",1988-01-26,03:29,28,99,0,34,20,20,20,-4,B Minor,4,2024-01-05,5sDxl8AIyhzuAAH12XPoZT,"Capitol Records",10A,,https://i.scdn.co/image/ab67616d00004851e949e0e6c9eac438a68f5b37
813,"The Number of the Beast - 2015 Remaster","Iron Maiden",69,100,"alternative metal, hard rock, metal, nwobhm, rock","Metal, Rock","The Number of the Beast (2015 Remaster)",1982-00-00,04:50,41,89,9,11,27,0,0,-7,C Major,4,2024-01-05,3nlGByvetDcS1uomAoiBmy,"Parlophone UK",8B,https://p.scdn.co/mp3-preview/ef653e44d8258f6bfdf00202cbe611f9116b0806?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515c29a88ba5341ca428f0c322
814,"Into The Lungs Of Hell - Remastered 2004","Megadeth",38,89,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","So Far, So Good...So What! (Expanded Edition - Remastered)",1988-01-26,03:22,36,98,0,78,15,0,20,-4,D Major,4,2024-01-05,7hriWWyB26C1mgdnn6pbgm,"Capitol Records",10B,,https://i.scdn.co/image/ab67616d00004851e949e0e6c9eac438a68f5b37
815,"Glimpse of Us","Joji",83,170,"viral pop","Pop","Glimpse of Us",2022-06-10,03:53,44,32,89,0,27,0,10,-9,G#/A♭ Major,3,2024-01-05,6xGruZOHLs39ZbVccQTuPZ,"88rising Music/Warner Records",4B,https://p.scdn.co/mp3-preview/12e4a7ef3f1051424e6e282dfba83fe8448e122f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485108596cc28b9f5b00bfe08ae7
816,"The Skull Beneath the Skin","Megadeth",41,134,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Killing Is My Business...And Business Is Good!",1985-00-00,03:48,29,99,0,47,15,10,30,-5,B Major,3,2024-01-05,5l7SVc2BMZuymKP6UoUfFo,"Epic",1B,https://p.scdn.co/mp3-preview/3f0909e43028b2d65f4545a86e4071a339bd336d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512df329bfcee1cbf47dfc7032
817,"Yanmış İçinden","Adamlar",53,200,"turkish rock","Rock","Rüyalarda Buruşmuşuz",2016-10-27,03:51,43,52,21,0,38,0,0,-6,F Minor,4,2024-01-05,7ArimBXp3IZSukFk6b5siz,"People Make Music",4A,https://p.scdn.co/mp3-preview/86cfd489ae79f05196efb72790a1ee808178a442?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ae0f560e2cd8c5d4ffef990
818,"Freak (feat. REI AMI)","Sub Urban,REI AMI",69,180,"modern indie pop","Pop","Thrill Seeker",2020-03-13,03:14,62,45,43,0,41,50,50,-12,G Minor,4,2024-01-05,5jkbw3FDS3bSSb4oLKYbjf,"Warner Records",6A,https://p.scdn.co/mp3-preview/d4be0ed99435b3720d925209f474d14329ce31e6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485109545e98d9172b05b28f5c0a
819,"sophisticated","bbno$",44,150,"canadian hip hop, dark trap, meme rap","Hip Hop","bag or die",2022-10-21,02:59,81,64,6,0,52,20,10,-7,B Minor,4,2024-01-05,2qg0w6wEMKbDlE7DnB5Eso,"bbno$",10A,https://p.scdn.co/mp3-preview/b2c86f271c2443d508cc5fbe850873c124c1ec6b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d8b52e640a1a6ea619f1dc6e
820,"Midsummer Madness","88rising,Joji,Rich Brian,Higher Brothers,AUGUST 08",66,90,"asian american hip hop, viral pop, indonesian hip hop, chinese hip hop, sichuanese hip hop, la pop, r&b","Hip Hop, Pop, R&B","Head In The Clouds",2018-07-20,04:40,41,68,36,0,17,0,10,-8,A Major,4,2024-01-05,6TodWdTSDfzwgYynTZSvJn,"88rising Music/Warner Records",11B,https://p.scdn.co/mp3-preview/2e66e4130840841e39b298f0bf8d7eec215482d0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514aedbebc17bc6ebccad220e9
821,"Over the Wall","Testament",44,103,"alternative metal, groove metal, hard rock, metal, old school thrash, thrash metal","Metal, Rock","The Legacy",1987-04-21,04:06,21,69,0,7,30,0,10,-15,C Major,4,2024-01-05,5xXeIlEiWIA8xnPa8BkJyj,"Atlantic Records",8B,https://p.scdn.co/mp3-preview/9f568948d0d940abc4f255a989b4cc307257d862?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e9bb3d1035071708db60c2d4
822,"City","Spring King",34,160,"english indie rock, garage rock revival, manchester indie","Rock, Blues","Tell Me If You Like To",2016-06-10,03:22,39,97,15,0,37,0,30,-4,C Major,4,2024-01-05,3Wf3rdr8nloN1LjjC3mXmT,"Universal-Island Records Ltd.",8B,,https://i.scdn.co/image/ab67616d000048510e809d9b5b9f5e3fed25caf9
823,"Utanmazsan Unutmam","Adamlar",53,122,"turkish rock","Rock","Eski Dostum Tankla Gelmiş",2014-09-08,04:06,71,56,25,0,26,0,10,-6,C♯/D♭ Minor,4,2024-01-05,2QrOQyepZLl4mv3cqC0qRD,"Fono Müzik Üretim",12A,https://p.scdn.co/mp3-preview/64f169946bf28be8e0759e107a6ad4b55e78caf5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851956b9f22e3d5bb055c905815
824,"Black Magic","Slayer",54,94,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Show No Mercy",1983-12-03,04:03,15,91,0,61,7,10,0,-7,A Major,4,2024-01-05,4cJhBmeJ7KiBeuy7oxRnZ3,"Metal Blade Records",11B,https://p.scdn.co/mp3-preview/1c530f4d89071d9d1ab2a7b7501d9763a75582bd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485109f13998cfda5cdaf484f051
825,"man in the mirror","bbno$,lentra",47,137,"canadian hip hop, dark trap, meme rap","Hip Hop","good luck have fun",2020-10-09,02:20,85,39,63,0,76,10,30,-13,A Major,4,2024-01-05,4BWvnXjIC4v4QnYYEttEGB,"bbno$",11B,https://p.scdn.co/mp3-preview/8162668e498aff1930e30c4e98714f8b6186f23f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851770f784e4ab79dd5963d2c90
826,"Kill This Love","BLACKPINK",70,132,"k-pop, k-pop girl group, pop","Pop","Kill This Love",2019-04-05,03:09,74,86,32,0,58,20,30,-4,D Major,4,2024-01-05,5GK7eDDTVz7CTge1wJrDQW,"YG Entertainment",10B,https://p.scdn.co/mp3-preview/fa6067ef6fe468b2e97db2e1345b534912320560?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512d602ab2d4acff0c2cf57683
827,"Killing Time","Megadeth",43,155,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","The Sick, The Dying… And The Dead!",2022-09-02,05:12,44,96,0,1,56,0,30,-4,A Major,4,2024-01-05,5Y15AQnjSQwX5790ZP8OJm,"AG Records (Megadeth) 2017",11B,,https://i.scdn.co/image/ab67616d0000485162c843dbee54435efe80987f
828,"Eye of the Tiger","Survivor",77,109,"album rock, glam metal, hard rock, soft rock","Rock, Metal","Rocky IV",1985-00-00,04:05,82,60,13,0,55,0,0,-9,C Minor,4,2024-01-05,2KH16WveTQWT6KOG9Rg6e2,"Volcano/Legacy",5A,https://p.scdn.co/mp3-preview/ae5fdf6639eeb270ed9732750b65a3656b807154?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f4a2ccbe20d6d52f16816812
829,"Love Bomb","AC/DC",35,118,"australian rock, hard rock, rock","Rock","Ballbreaker",1995-09-22,03:14,56,71,1,50,76,0,10,-6,A Major,4,2024-01-05,0uCshTeOj3C39Qj4bS539q,"Columbia/Legacy",11B,https://p.scdn.co/mp3-preview/71c52c6a92351bcab224095df413e9c0cce31e84?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dd72be577ed91add8f268f5e
830,"Do I Wanna Know?","Arctic Monkeys",89,85,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","AM",2013-09-09,04:32,55,53,19,0,41,0,20,-8,F Major,4,2024-01-05,5FVd6KXrgO9B3JPmC8OPst,"Domino Recording Co",7B,https://p.scdn.co/mp3-preview/006bc465fe3d1c04dae93a050eca9d402a7322b8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514ae1c4c5c45aabe565499163
831,"Bitter Fuck","Joji",50,120,"viral pop","Pop","In Tongues",2017-11-03,02:34,80,34,43,1,7,0,10,-9,C Major,4,2024-01-05,3LKgZUoFX1c4uT1CPDoOhz,"88rising Music / EMPIRE",8B,https://p.scdn.co/mp3-preview/90e6a2d6372b5a8716a15d3a27ca0df633db4290?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a927e16c14f2aeb7c004e19
832,"I'm a Mess","Bebe Rexha",73,97,"dance pop, pop","Pop","Expectations",2018-06-22,03:15,63,69,0,0,22,0,0,-6,B Minor,4,2024-01-05,04ZTP5KsCypmtCmQg5tH9R,"Warner Records",10A,https://p.scdn.co/mp3-preview/659f79495a93c491911ee2f45144d1af30d8010c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485161fe6d3a50c0beaa3cfe33e9
833,"Hot Blood","KALEO",62,148,"icelandic indie, icelandic rock, modern alternative rock","Classical, Rock","A/B",2016-06-10,03:38,33,90,0,0,40,10,10,-3,D Major,4,2024-01-05,7d9sZF7jmepe2EYdETlNWK,"Elektra (NEK)",10B,https://p.scdn.co/mp3-preview/ae94337731403748b2f3c9ed298850414ca2f657?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f793a842c1642b09a768a63b
834,"Elleri Ellerime","Duman",59,116,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Duman 2",2010-07-06,04:16,67,64,8,0,61,0,10,-8,G Major,4,2024-01-05,0o16NrUwcH3U0fEEPD79VB,"SONY MUSIC TURKEY",9B,https://p.scdn.co/mp3-preview/156d885c78a2650ef67b47113430be1e8eedc46f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511d0d71d22c8d179577756208
835,"The Feels","TWICE",0,120,"k-pop, k-pop girl group, pop","Pop","The Feels",2021-10-01,03:18,81,90,9,0,92,0,0,-2,A Major,4,2024-01-05,1XyzcGhmO7iUamSS94XfqY,"Republic Records - TWICE",11B,,https://i.scdn.co/image/ab67616d00004851557395cc096cb7b22eff310e
836,"The Devil in I","Slipknot",73,92,"alternative metal, nu metal, rap metal, rock","Metal, Rock",".5: The Gray Chapter (Special Edition)",2014-10-15,05:42,40,94,1,0,24,0,30,-3,A Minor,4,2024-01-05,5hheGdf1cb4rK0FNiedCfK,"Roadrunner Records",8A,https://p.scdn.co/mp3-preview/e8d63736dba7dd836711652d29c568c4c3ff94e8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851eed722040c6810f7a7da93ea
837,"Jhin, the Virtuoso (From League of Legends: Season 6)","League of Legends",44,71,"speedrun, video game music","Electronic, Classical","The Music of League of Legends: Season 6 (Original Game Soundtrack)",2019-10-12,04:20,12,32,30,64,4,0,0,-14,C Minor,4,2024-01-05,7hq8Hvxmqw5muIwGDUCgMH,"Riot Games",5A,https://p.scdn.co/mp3-preview/4264c14317269d2bacce6e7278f14f00605168f2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517cf3e9ff82781bd2fda9c7b5
838,"Belki Üstümüzden Bir Kuş Geçer","Yüksek Sadakat",65,100,"turkish pop, turkish rock","Pop, Rock","Yüksek Sadakat",2005-04-21,04:29,52,68,17,0,60,0,40,-5,A Minor,4,2024-01-05,1QOSqQevYx6IrRTV9UG3D9,"DOĞAN MÜZİK YAPIM",8A,https://p.scdn.co/mp3-preview/d23fb082fca1e1c4213e6a8826fa3c7e27fd1c7b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b0b708cd6af98b90b56296bb
839,"Bodies","Drowning Pool",77,131,"alternative metal, nu metal, post-grunge, rap metal","Metal","Sinner",2001-01-01,03:21,66,93,0,0,54,0,10,-3,E Minor,4,2024-01-05,7CpbhqKUedOIrcvc94p60Y,"The Bicycle Music Company",9A,,https://i.scdn.co/image/ab67616d0000485126d45b50f2016fed43d54320
840,"How You Like That","BLACKPINK",82,130,"k-pop, k-pop girl group, pop","Pop","THE ALBUM",2020-10-02,03:00,81,79,5,0,33,0,0,-4,B Major,4,2024-01-05,6bvZRLLkBKkmgpBJTTj3QK,"YG Entertainment",1B,https://p.scdn.co/mp3-preview/1e69b83c57c81953bd66252d4ecf5ba5649171fa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511895052324f123becdd0d53d
841,"Kayle and Morgana, the Righteous & the Fallen (From League of Legends: Season 9)","League of Legends",29,116,"speedrun, video game music","Electronic, Classical","The Music of League of Legends: Season 9 (Original Game Soundtrack)",2019-10-15,04:21,19,43,81,97,4,0,0,-14,D Minor,4,2024-01-05,3cpjTk53eZPLLNEvWuXGVF,"Riot Games",7A,https://p.scdn.co/mp3-preview/151806cbe9953fc947b783dbd2a5527bbd0c66f1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b73323912e816f5a9017536f
842,"Ma Baker","Boney M.",67,129,"europop","Pop","Love For Sale",1977-00-00,04:36,75,76,3,0,90,10,30,-6,D Minor,4,2024-01-05,1BqnZOkYJbvYLOhN0qPJDm,"MCI",7A,https://p.scdn.co/mp3-preview/e9a067c7ad958959b0499e1c625e6efc073f74a1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485108240f5407fb2123e3d7b966
843,"Run","Joji",63,158,"viral pop","Pop","Nectar",2020-09-24,03:15,45,72,4,0,36,0,60,-4,G Major,3,2024-01-05,1zmgEIHE0eXH0IhBGuoTkP,"88rising Music/Warner Records",9B,https://p.scdn.co/mp3-preview/fdd7846ce3696a52b4029c7af33cb451eae0bec3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485123c552a7a4fdafac02e08c34
844,"E.M.A","Hiroyuki Sawano",50,125,"anime score, japanese soundtrack","Pop, Easy listening","TV Anime "Attack on Titan" Original Soundtrack",2013-00-00,05:42,34,75,1,83,10,0,20,-10,C Major,4,2024-01-05,7rzja9bo3uucVXzVDSBOWi,"PONY CANYON INC.",8B,https://p.scdn.co/mp3-preview/6824ee97f13c47ffde5db439116f88ea76e30d48?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512e09d63a7ba7fa7071e26524
845,"Whenever, Wherever","Shakira",79,108,"colombian pop, dance pop, latin pop, pop","Pop","Laundry Service",2001-11-13,03:16,79,83,24,0,87,0,20,-5,C♯/D♭ Minor,4,2024-01-05,2lnzGkdtDj5mtlcOW2yRtG,"Epic",12A,https://p.scdn.co/mp3-preview/93dc52d836150fba41afeb6df2e9167875c7d8fb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f400a1f4d821b00824cf58f
846,"Kick It","BLACKPINK",63,125,"k-pop, k-pop girl group, pop","Pop","Kill This Love",2019-04-05,03:11,77,79,2,0,38,0,0,-4,C♯/D♭ Minor,4,2024-01-05,3VN74YiIjtY5ouKahBjmRX,"YG Entertainment",12A,https://p.scdn.co/mp3-preview/885370e87f605d02dfe447d89dfb9c6eaafb1225?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512d602ab2d4acff0c2cf57683
847,"Get Down On It - Single Version","Kool & The Gang",64,111,"disco, funk, motown, soft rock, soul","R&B, Rock","The Very Best Of Kool & The Gang (Reissue)",1999-03-01,03:32,88,63,21,0,97,0,0,-6,G Major,4,2024-01-05,4yKZACkuudvfd600H2dQie,"Mercury Records",9B,,https://i.scdn.co/image/ab67616d00004851cddc25435cb94483d4b7bb45
848,"Panini","Lil Nas X",60,154,"lgbtq+ hip hop","Hip Hop","7 EP",2019-06-21,01:54,70,59,34,0,48,0,10,-6,F Minor,4,2024-01-05,6fTt0CH2t0mdeB2N9XFG5r,"Columbia",4A,https://p.scdn.co/mp3-preview/e9bf27ec0415fedffcfd48953b80352709664140?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c0e7bf5cdd630f314f20586a
849,"On & On","Cartoon,Daniel Levi",9,174,"gaming edm, estonian pop","Pop, Electronic","On & On",2015-07-09,03:27,46,70,28,0,42,0,10,-5,B Major,4,2024-01-05,4B2kkxg3wKSTZw5JPaUtzQ,"NCS",1B,,https://i.scdn.co/image/ab67616d000048512773b7d6ca91258a83d06783
850,"Sabahçı Kahvesi","Ferdi Tayfur",58,160,"arabesk","Pop","Prangalar",1992-06-26,04:40,39,40,24,0,28,0,20,-14,F Major,4,2024-01-05,2Opk6XL5mU2SwL3bdfMB5P,"FERDİFON PLAK KASET",7B,https://p.scdn.co/mp3-preview/a5496103ad95eb9c9a38f1f4a6cdcc3c5fb4debc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f7ee6d8ed564001dbec4ffcf
