#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
215,"Mockingbird","Eminem",89,84,"detroit hip hop, hip hop, rap","Hip Hop","Encore (Deluxe Version)",2004-11-12,04:10,64,68,21,0,25,20,10,-4,C Major,4,2023-12-26,561jH07mF1jHuk7KlaeF0s,"Aftermath",8B,,https://i.scdn.co/image/ab67616d00004851726d48d93d02e1271774f023
216,"The Real Slim Shady","Eminem",89,105,"detroit hip hop, hip hop, rap","Hip Hop","The Marshall Mathers LP",2000-05-23,04:44,95,66,3,0,76,0,0,-4,F Minor,4,2023-12-26,3yfqSUWxFvZELEM4PmlwIR,"Interscope",4A,,https://i.scdn.co/image/ab67616d00004851dbb3dd82da45b7d7f31b1b42
217,"Without Me","Eminem",90,112,"detroit hip hop, hip hop, rap","Hip Hop","The Eminem Show",2002-05-26,04:50,91,67,0,0,66,0,20,-3,G Major,4,2023-12-26,7lQ8MOhq6IN2w8EYcFNSUk,"Aftermath",9B,,https://i.scdn.co/image/ab67616d000048516ca5c90113b30c3c43ffb8f4
218,"Not Afraid","Eminem",82,115,"detroit hip hop, hip hop, rap","Hip Hop","Recovery",2010-06-18,04:08,86,95,53,0,67,20,20,-1,C Minor,5,2023-12-26,7Ie9W94M7OjPoZVV216Xus,"Aftermath",5A,,https://i.scdn.co/image/ab67616d00004851c08d5fa5c0f1a834acef5100
219,"Love The Way You Lie","Eminem,Rihanna",87,87,"detroit hip hop, hip hop, rap, barbadian pop, pop, urban contemporary","Pop, Hip Hop","Recovery",2010-06-18,04:23,75,93,24,0,64,20,50,-5,A#/B♭ Major,4,2023-12-26,15JINEqzVMv3SvJTAXAKED,"Aftermath",6B,,https://i.scdn.co/image/ab67616d00004851c08d5fa5c0f1a834acef5100
220,"Te Amo","Rihanna",69,172,"barbadian pop, pop, urban contemporary","Pop, Hip Hop","Rated R",2009-11-20,03:28,57,71,54,0,75,0,10,-5,G#/A♭ Minor,4,2023-12-26,4YYHgF9dWyVSor0GtrBzdf,"Def Jam Recordings",1A,,https://i.scdn.co/image/ab67616d00004851ab647295c0c97446c1f1a3b5
221,"Don't Stop The Music","Rihanna",81,123,"barbadian pop, pop, urban contemporary","Pop, Hip Hop","Good Girl Gone Bad: Reloaded",2008-06-02,04:27,84,67,3,0,54,0,0,-6,F#/G♭ Minor,4,2023-12-26,0ByMNEPAPpOR5H69DVrTNy,"Def Jam Recordings",11A,,https://i.scdn.co/image/ab67616d00004851f9f27162ab1ed45b8d7a7e98
222,"Umbrella","Rihanna,JAY-Z",84,174,"barbadian pop, pop, urban contemporary, east coast hip hop, gangster rap, hip hop, pop rap, rap","Pop, Hip Hop","Good Girl Gone Bad: Reloaded",2008-06-02,04:35,58,83,1,0,57,10,0,-5,C♯/D♭ Major,4,2023-12-26,49FYlytm3dAAraYgpoJZux,"Def Jam Recordings",3B,,https://i.scdn.co/image/ab67616d00004851f9f27162ab1ed45b8d7a7e98
223,"SOS","Rihanna",53,137,"barbadian pop, pop, urban contemporary","Pop, Hip Hop","A Girl Like Me",2006-04-10,03:58,68,67,0,0,53,0,40,-5,G Major,4,2023-12-26,3sBmTwwsCwty2RNjOOvRVu,"Def Jam Recordings",9B,,https://i.scdn.co/image/ab67616d0000485176b2e6f614942354209793c0
224,"Only Girl (In The World)","Rihanna",74,126,"barbadian pop, pop, urban contemporary","Pop, Hip Hop","Loud",2010-11-16,03:55,79,72,13,0,61,0,0,-4,B Minor,4,2023-12-26,0AH6WMe3OlAlUb5miXt2FQ,"Def Jam Recordings",10A,,https://i.scdn.co/image/ab67616d000048512ed326786e4c61c6b1dbf222
225,"Work","Rihanna,Drake",52,92,"barbadian pop, pop, urban contemporary, canadian hip hop, canadian pop, hip hop, pop rap, rap","Pop, Hip Hop","ANTI",2016-01-28,03:39,73,53,8,0,56,0,0,-6,B Major,4,2023-12-26,5gZsEYaYvyi1sAVyuiXbDm,"Roc Nation / Rihanna",1B,,https://i.scdn.co/image/ab67616d000048517b688587a6754481c53f6bb7
226,"Doin' Time","Lana Del Rey",82,145,"art pop, pop","Pop","Norman Fucking Rockwell!",2019-08-30,03:22,64,56,40,0,52,0,0,-11,G Minor,4,2023-12-26,0Oqc0kKFsQ6MhFOLBNZIGX,"Polydor Records",6A,,https://i.scdn.co/image/ab67616d00004851879e9318cb9f4e05ee552ac9
227,"Born To Die","Lana Del Rey",76,86,"art pop, pop","Pop","Born To Die - The Paradise Edition",2012-01-01,04:45,43,63,22,0,38,0,20,-7,E Minor,4,2023-12-26,4Ouhoi2lAhrLJKFzUqEzwl,"Polydor Records",9A,,https://i.scdn.co/image/ab67616d00004851ebc8cfac8b586bc475b04918
228,"Brooklyn Baby","Lana Del Rey",83,108,"art pop, pop","Pop","Ultraviolence (Deluxe)",2014-01-01,05:51,40,66,54,0,9,0,10,-7,C♯/D♭ Major,4,2023-12-26,1NZs6n6hl8UuMaX0UC0YTz,"Polydor Records",3B,,https://i.scdn.co/image/ab67616d000048511624590458126fc8b8c64c2f
229,"Cinnamon Girl","Lana Del Rey",84,92,"art pop, pop","Pop","Norman Fucking Rockwell!",2019-08-30,05:00,29,34,81,41,14,0,10,-11,F#/G♭ Minor,5,2023-12-26,2mdEsXPu8ZmkHRRtAdC09e,"Polydor Records",11A,,https://i.scdn.co/image/ab67616d00004851879e9318cb9f4e05ee552ac9
230,"Venice Bitch","Lana Del Rey",69,78,"art pop, pop","Pop","Norman Fucking Rockwell!",2019-08-30,09:37,37,29,91,18,31,0,10,-13,A Minor,4,2023-12-26,3hwQhakFwm9soLEBnSDH17,"Polydor Records",8A,,https://i.scdn.co/image/ab67616d00004851879e9318cb9f4e05ee552ac9
231,"Happiness is a butterfly","Lana Del Rey",78,70,"art pop, pop","Pop","Norman Fucking Rockwell!",2019-08-30,04:32,47,12,97,0,16,0,10,-11,D Major,4,2023-12-26,3lG6OtGDsYAOALxEmubQQm,"Polydor Records",10B,,https://i.scdn.co/image/ab67616d00004851879e9318cb9f4e05ee552ac9
232,"Blue Jeans","Lana Del Rey",69,118,"art pop, pop","Pop","Born To Die - The Paradise Edition",2012-01-01,03:29,56,84,42,0,49,0,0,-4,D#/E♭ Major,4,2023-12-26,4RyK6N4IQ85xxLgguQAFH5,"Polydor Records",5B,,https://i.scdn.co/image/ab67616d00004851ebc8cfac8b586bc475b04918
233,"Video Games","Lana Del Rey",78,73,"art pop, pop","Pop","Born To Die - The Paradise Edition",2012-01-01,04:41,24,25,81,0,18,0,0,-10,F#/G♭ Minor,5,2023-12-26,0fBSs3fRoh1yJcne77fdu9,"Polydor Records",11A,,https://i.scdn.co/image/ab67616d00004851ebc8cfac8b586bc475b04918
234,"Billie Jean","Michael Jackson",82,117,"r&b, soul","R&B","Thriller 25 Super Deluxe Edition",2008-02-08,04:53,92,65,2,2,85,0,0,-3,B Minor,4,2023-12-26,5ChkMS8OtdzJeqyybCc9R5,"Epic/Legacy",10A,https://p.scdn.co/mp3-preview/0f6b8a3524ec410020457da4cdd7717f9addce2f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514121faee8df82c526cbab2be
235,"Vallee Des Larmes - Radio Edit","Luc Margeaux",25,130,"","","ToCo Dance Party, Vol. 7",2006-03-14,03:08,79,89,2,85,65,0,60,-8,A#/B♭ Minor,4,2023-12-26,1adsIqHxkDNYvsQYsX9x8I,"Toco Europe/Toco International",3A,https://p.scdn.co/mp3-preview/7b2a3457cf07d5c678c5366a6ef86ce670bd728c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c02f805257a949e15ba80723
236,"Forsa","mor ve ötesi",45,132,"turkish alternative, turkish alternative rock, turkish rock","Pop, Rock","Sirenler",2022-01-21,03:47,53,85,0,0,35,0,10,-6,D Minor,4,2023-12-26,78pd7O9oIOGTp2rTp2Sub4,"RAKUN MÜZİK FİLM",7A,https://p.scdn.co/mp3-preview/64cc7b6aa6993e05a7c5f116aeb97f000b2e38dd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c749522e6390ff6cfe941033
237,"Infinity Edge","Pentakill",45,180,"melodic power metal","Metal","II: Grasp of the Undying",2017-08-04,03:52,37,98,0,0,44,10,10,-5,F#/G♭ Minor,4,2023-12-26,43D7G1IUQdqmnrQ0miHjVV,"Riot Games",11A,https://p.scdn.co/mp3-preview/87333f40dc2ee5e22a3b4f0fe226b8e14328aa5b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a92b744cb9b03b73f95546c
238,"Lightbringer","Pentakill",58,160,"melodic power metal","Metal","Smite and Ignite",2014-06-03,04:56,34,92,0,1,28,10,10,-6,E Major,4,2023-12-26,7ixYgkcd8aptv5bBAmQXYF,"Riot Games",12B,https://p.scdn.co/mp3-preview/2bf19c3f37966bf8e51d92db36d9ab7e1d8d20d5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111b83ddd0da87a35c322da13
239,"Küskünüm","Müslüm Gürses",54,86,"arabesk","Pop","Küskünüm",1986-05-22,04:56,34,54,55,7,49,0,80,-7,F Minor,4,2023-12-26,3xFojv5umUT9plBS7v6lWa,"BAYAR MÜZİK ÜRETİM",4A,https://p.scdn.co/mp3-preview/f59b3cbf88bc99383632e388a1ca7b8d6c6b1d73?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517795a558f68bf11b1077ab8b
240,"North Memphis","Pharmacist",67,167,"drift phonk","Electronic","North Memphis",2019-11-20,02:15,72,94,0,84,90,0,0,-6,C♯/D♭ Major,4,2023-12-26,0SzDVyiiUDpuhzrphnoejr,"Pharmacist",3B,https://p.scdn.co/mp3-preview/0dc320127a420996cdca8fe14103c928043711be?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519bff2e22af79eb21e0a1775b
241,"|BONKERS|","staplegun",69,148,"gym phonk","Pop","|BONKERS|",2022-08-02,03:32,75,95,8,88,54,30,20,-6,C Major,4,2023-12-26,2G23H0snYYKYqRlyFvVObS,"staplegun",8B,https://p.scdn.co/mp3-preview/873602c11d1a5a618e9c378d21532e4f0579cd59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485145e58675b8c3378390e125f7
242,"NEW ERA","HIDEOUS MORBID,Skorde",39,124,"drift phonk, gym phonk, chill breakcore","Pop, Electronic","NEW ERA",2022-11-11,02:34,61,94,0,18,13,20,20,0,G Minor,4,2023-12-26,4AJUMa3GvsVI3HIt4WEW22,"LIFESTYLE LABEL",6A,https://p.scdn.co/mp3-preview/305eb8e03791609c9592c2b66e5c7bf008247df6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485169337b5731f8ea5f6acacefa
243,"Tear of the Goddess","Pentakill",48,90,"melodic power metal","Metal","II: Grasp of the Undying",2017-08-04,03:54,45,95,0,1,56,0,10,-5,B Minor,4,2023-12-26,2fKdOno4uuTRrTXdikpdfm,"Riot Games",10A,https://p.scdn.co/mp3-preview/5d2fbe95dc4c9ba413542bd1a7aecf1c8c4443bc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a92b744cb9b03b73f95546c
244,"Cull","Pentakill",43,75,"melodic power metal","Metal","II: Grasp of the Undying",2017-08-04,05:12,32,97,0,1,15,10,0,-6,E Minor,4,2023-12-26,60MENAaLuthH95BFH7uF8l,"Riot Games",9A,https://p.scdn.co/mp3-preview/f178317a6ae8758500c677dd886047d6fae76da4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a92b744cb9b03b73f95546c
245,"In Your Eyes","The Weeknd",79,100,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","After Hours",2020-03-20,03:57,67,72,0,0,72,0,0,-5,G Minor,4,2023-12-26,7szuecWAPwGoV1e5vGu8tl,"Republic Records",6A,,https://i.scdn.co/image/ab67616d000048518863bc11d2aa12b54f5aeb36
246,"Pumped Up Kicks","Foster The People",84,128,"indietronica, modern alternative rock, modern rock, rock","Pop, Rock","Torches",2011-05-23,03:59,73,71,14,12,97,0,10,-6,F Minor,4,2023-12-26,7w87IxuO7BDcJ3YUqCyMTT,"Columbia",4A,https://p.scdn.co/mp3-preview/2213bf4173a9b50a807a30121ed6b559a7778209?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851121d5f92cf90576907dfb1e5
247,"Smokeshow","Skyder",4,81,"samurai trap","Hip Hop","Smokeshow",2023-01-16,02:23,41,90,0,20,54,0,30,-2,C♯/D♭ Major,4,2023-12-26,4np0kMwtLnUnC6o0pU0orD,"Tribal Trap",3B,,https://i.scdn.co/image/ab67616d0000485130cb67149ed9772070a85ea7
248,"Scared Of Our Love","Yarimov,7vvch,LYASYA",20,120,"slap house, ","Electronic","Scared Of Our Love",2022-10-21,03:05,72,57,0,18,54,0,30,-8,F#/G♭ Minor,4,2023-12-26,657uojcafgcLJcIWwKRl8t,"Tribal Trap",11A,https://p.scdn.co/mp3-preview/a38352204ac246cf5665c43321f5ea46beb0ae7b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c63e88b6036367c3317c415e
249,"INSOMNIA","nightcity.,7vvch",35,126,"gym phonk, hardwave, ","Pop","INSOMNIA",2022-11-25,02:51,81,90,3,6,34,20,20,-4,G#/A♭ Major,4,2023-12-26,2JoL18QUYmHa9dCYE6iIbN,"Tribal Trap",4B,https://p.scdn.co/mp3-preview/7509ac14edbbc94c38819763dd22dbca564041fb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851898d040d49d6ddcd36a8b163
250,"Degrees","Zack Orsen,7vvch",15,128,"gym phonk, phonk brasileiro, ","Pop","Degrees",2022-09-09,02:25,69,84,0,91,41,0,30,-5,C♯/D♭ Major,4,2023-12-26,6MAvttLZP4GjtSgJGbEFHQ,"Tribal Trap",3B,,https://i.scdn.co/image/ab67616d000048510ab5856cc8c7e3e13ba87766
251,"WORLD CUP","What The Phonk,6SIXSIX",19,141,"gym phonk","Pop","WORLD CUP",2022-11-16,01:39,72,80,15,76,27,0,10,-6,G Major,4,2023-12-26,7isJtwt3E7eJ5uhRNDRpWR,"Tribal Trap",9B,https://p.scdn.co/mp3-preview/f81b31ecfc31376764d68e1eb62ffef97ee146d7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485120c9e654ea88387215deb8c7
252,"DRUNK IN JAPAN","Nateki,OFFL1NX",33,128,"gym phonk, drift phonk","Electronic, Pop","DRUNK IN JAPAN",2023-01-13,02:41,66,94,0,3,37,30,40,-2,C♯/D♭ Major,4,2023-12-26,4IcHFviUNLSmY2s3SJzuPO,"NATEKI x OFFL1NX",3B,https://p.scdn.co/mp3-preview/c742ab452120a9e68027dc49b4bfa95332b780f7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485169b35d3982a75b6a17c07681
253,"The End","7vvch,Sinny",21,123,"gym phonk","Pop","Last Breath",2022-09-30,03:22,72,72,4,28,14,0,50,-6,F Minor,4,2023-12-26,60IvFaGJdmdKYFhShP2FqU,"Tribal Trap",4A,https://p.scdn.co/mp3-preview/6bb9d807f333d8bb0e3f6af056c0756c7ad02969?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514ba2ad9bb0846c85ca3cb374
254,"Vinyl Phonk","7vvch",28,184,"","","Vinyl Phonk",2022-12-16,02:07,65,89,29,50,76,30,20,-3,A#/B♭ Minor,4,2023-12-26,2b9JquG87tltETp3QHcGAv,"Tribal Trap",3A,,https://i.scdn.co/image/ab67616d000048514fc36ceb6cd7819191980790
255,"Phonk in the Gang","KEAN DYSSO",34,174,"g-house, lithuanian edm","Electronic","Phonk in the Gang",2023-01-27,03:20,74,58,1,0,59,30,30,-7,G Major,4,2023-12-26,4BsFtlf9ka2DewHhxg7ETv,"Tribal Trap",9B,,https://i.scdn.co/image/ab67616d00004851b47372bec6aafeb7a0ba2ce3
256,"Everything","Moby",31,129,"downtempo, electronica","Electronic","Moby",1992-07-27,04:52,52,63,0,20,29,0,10,-10,G#/A♭ Major,4,2023-12-26,4x5Y9ORUjOQs5JZk2uJ9bN,"Little Idiot",4B,https://p.scdn.co/mp3-preview/bb5dad2600f545b75b98afffa929a4c7ccaed43e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851910f382c8547679ccfe3b736
257,"Breakin' My Heart (Pretty Brown Eyes)","Mint Condition",63,137,"contemporary r&b, minneapolis sound, new jack swing, r&b","R&B","Meant To Be Mint",1991-01-01,05:56,67,52,10,0,55,0,0,-10,G Minor,4,2023-12-26,18sytW2s53Of6NVudQyUlH,"Perspective Records",6A,,https://i.scdn.co/image/ab67616d00004851822962dc018ffc3f553b6d6e
258,"Just Dance","Lady Gaga,Colby O'Donis",81,119,"art pop, dance pop, pop, ","Pop","The Fame",2008-01-01,04:01,82,74,3,0,75,0,10,-5,C♯/D♭ Minor,4,2023-12-26,1dzQoRqT5ucxXVaAhTcT0J,"Streamline/Interscope",12A,,https://i.scdn.co/image/ab67616d00004851e691217483df8798445c82e2
259,"The Sweet Escape","Gwen Stefani,Akon",72,120,"dance pop, pop","Pop","The Sweet Escape",2006-01-01,04:06,76,77,19,0,73,0,10,-4,C♯/D♭ Major,4,2023-12-26,07K4GcCDSTiXUF5ssyTRUM,"Interscope",3B,,https://i.scdn.co/image/ab67616d00004851ed29b3ed6596d0bb0df132e1
260,"Alors on danse - Radio Edit","Stromae",79,120,"belgian pop, g-house","Pop, Electronic","Cheese",2010-01-01,03:26,79,59,10,0,71,0,0,-9,C♯/D♭ Minor,4,2023-12-26,2GYHyAoLWpkxLVa4oYTVko,"Universal Music Distributed Labels",12A,,https://i.scdn.co/image/ab67616d00004851ae373174b14e3eac81554402
261,"Say It Right","Nelly Furtado",81,117,"canadian latin, canadian pop, dance pop, pop","Latin, Pop","Loose",2006-01-01,03:43,87,87,5,0,81,10,0,-6,C♯/D♭ Major,4,2023-12-26,2aI21FnmY7TJVKeMaoQZ0t,"Mosley / Geffen",3B,,https://i.scdn.co/image/ab67616d00004851a6f439c8957170652f9410e2
262,"Feel Good Inc.","Gorillaz",84,139,"alternative hip hop, modern rock, rock","Hip Hop, Rock","Demon Days",2005-05-23,03:42,82,71,1,0,77,10,60,-7,F#/G♭ Major,4,2023-12-26,0d28khcov6AiegSCpG5TuT,"Parlophone UK",2B,https://p.scdn.co/mp3-preview/b13a1bb2d8a04132982a49b6efee933cc9d67c7e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485119d85a472f328a6ed9b704cf
263,"S&M","Rihanna",73,128,"barbadian pop, pop, urban contemporary","Pop, Hip Hop","Loud",2010-11-16,04:03,77,68,1,0,83,0,10,-5,C♯/D♭ Major,4,2023-12-26,0C4ejWmOTMv8vuYj85mf8m,"Def Jam Recordings",3B,,https://i.scdn.co/image/ab67616d000048512ed326786e4c61c6b1dbf222
264,"Rich Flex","Drake,21 Savage",85,153,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop","Hip Hop, Pop","Her Loss",2022-11-04,03:59,56,52,5,0,42,20,30,-9,B Minor,3,2023-12-26,1bDbXMyjaUIooNwFE9wn0N,"OVO / Republic Records",10A,,https://i.scdn.co/image/ab67616d0000485102854a7060fccc1a66a4b5ad
265,"Küçük Sevgilim","mor ve ötesi",57,105,"turkish alternative, turkish alternative rock, turkish rock","Pop, Rock","Büyük Düşler",2006-05-05,04:13,62,38,52,0,9,0,0,-9,D Minor,4,2023-12-26,3kqHgBc6kh4R6iUaazvVoo,"RAKUN MÜZİK FİLM",7A,https://p.scdn.co/mp3-preview/099ce6220b7194f1da7f371182508028cbddd151?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f011a7a45702776836f88709
266,"Daha Mutlu Olamam","mor ve ötesi",64,136,"turkish alternative, turkish alternative rock, turkish rock","Pop, Rock","Gül Kendine",2001-00-00,03:40,49,70,1,0,56,0,0,-7,A Major,4,2023-12-26,2eLrEVKhufuCkMn0NhdWUJ,"ADA MÜZİK",11B,https://p.scdn.co/mp3-preview/eb21f5d206e5f923adbc0b6f815ddf49671a9b2b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851598a4aef0e9be51b51ea770e
267,"Omae Wa Mou","deadman 死人",5,93,"","","Omae Wa Mou",2017-09-22,01:53,75,74,13,87,71,0,10,-12,C Major,4,2023-12-26,2BgzdxU4uN5Ns8yM2rlLHa,"deadman 死人",8B,,https://i.scdn.co/image/ab67616d00004851375088b9d851e5735dcd1cd2
268,"Eternal Youth","RŮDE",66,140,"japanese chillhop, rochester mn indie","Electronic, Pop","Eternal Youth",2017-08-07,03:25,66,49,3,90,5,0,20,-8,F#/G♭ Major,4,2023-12-26,0ytvsZOerGzUWfHXVT2Sgy,"Chill Squad",2B,https://p.scdn.co/mp3-preview/382362d729212567cb7c9048c89807a5f31a0c19?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851097f3d06dd8726a91f526e21
269,"Araf","mor ve ötesi",59,96,"turkish alternative, turkish alternative rock, turkish rock","Pop, Rock","Masumiyetin Ziyan Olmaz",2010-05-06,04:08,47,70,0,0,31,0,10,-6,D Minor,4,2023-12-26,18K55OneX9jdsCiUddsWAp,"RAKUN MÜZİK FİLM",7A,https://p.scdn.co/mp3-preview/b75e7cfc10698bf28a0af5e72962d0261c2cd167?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fae5c72446c240dc03adb408
270,"SLOW DANCING IN THE DARK","Joji",82,89,"viral pop","Pop","BALLADS 1",2018-10-26,03:29,52,48,54,1,28,0,10,-7,D#/E♭ Major,4,2023-12-26,0rKtyWc8bvkriBthvHKY8d,"88rising Music/Warner Records",5B,https://p.scdn.co/mp3-preview/1aa59cfc4e15a45403fd35eb72ce62acd8a45f58?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485160ba1d6104d0475c7555a6b2
271,"Gitme","Dolu Kadehi Ters Tut,Sedef Sebüktekin",70,120,"turkish alt pop, turkish rock","Pop, Rock","Karanlık",2019-04-05,03:27,69,42,35,0,70,0,10,-9,A Minor,4,2023-12-26,4Sng3wnol2Gb2yXgFdr9lj,"Dolu Kadehi Ters Tut",8A,https://p.scdn.co/mp3-preview/eca65f2dcaece5538bbd2a60dfc9b356d33f70b5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485161d6750a0251c9499570e586
272,"Sor","Serdar Ortaç",61,100,"turkish pop","Pop","Mesafe",2006-04-25,03:55,78,67,15,0,61,0,0,-6,F#/G♭ Major,4,2023-12-26,0dtIwQGTANCNpMVP1qrXM1,"EMRE GRAFSON MÜZİK",2B,https://p.scdn.co/mp3-preview/c6e7d55dd232ace9eb6418c1ad16ce7bac95ebc6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516ec24cd9406bdeee20a36a4f
273,"Hips Don't Lie (feat. Wyclef Jean)","Shakira,Wyclef Jean",86,100,"colombian pop, dance pop, latin pop, pop, rap kreyol","Pop","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,03:38,78,82,28,0,76,0,40,-6,A#/B♭ Minor,4,2023-12-26,3ZFTkvIE7kyPt6Nu3PEa7V,"Epic",3A,https://p.scdn.co/mp3-preview/374b492571c9ba59c2c4b455ab79ee7501adab93?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485127ddd747545c0d0cfe7595fa
274,"Chantaje (feat. Maluma)","Shakira,Maluma",76,102,"colombian pop, dance pop, latin pop, pop, reggaeton, reggaeton colombiano, trap latino, urbano latino","Pop, Latin","El Dorado",2017-05-26,03:15,85,77,19,0,91,0,10,-3,G#/A♭ Minor,4,2023-12-26,6mICuAdrwEjh6Y6lroV2Kg,"Sony Music Latin",1A,https://p.scdn.co/mp3-preview/1b18b5e5619d1db1737af48066862554546b6ad0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d05d3aad30c5fb7614893cf5
275,"Whenever, Wherever","Shakira",78,108,"colombian pop, dance pop, latin pop, pop","Pop","Laundry Service",2001-11-13,03:16,79,83,24,0,87,0,20,-5,C♯/D♭ Minor,4,2023-12-26,2lnzGkdtDj5mtlcOW2yRtG,"Epic",12A,https://p.scdn.co/mp3-preview/93dc52d836150fba41afeb6df2e9167875c7d8fb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f400a1f4d821b00824cf58f
276,"Can't Remember to Forget You (feat. Rihanna)","Shakira,Rihanna",75,138,"colombian pop, dance pop, latin pop, pop, barbadian pop, urban contemporary","Pop, Hip Hop","Shakira. (Expanded Edition) [Spanish Version]",2014-03-13,03:26,69,81,12,0,82,0,10,-4,B Minor,4,2023-12-26,7o1Pm9jpH0wFpN5g793Lnq,"RCA/Sony Latin Iberia",10A,https://p.scdn.co/mp3-preview/0537ddabd29926b78d4773f32d31db65ee415020?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510da1a7e7f3e9ef163e1c1dbf
277,"Loca (feat. El Cata)","Shakira,El Cata",69,112,"colombian pop, dance pop, latin pop, pop, ","Pop","Sale el Sol",2010-10-19,03:03,80,69,34,0,92,0,0,-6,A Minor,4,2023-12-26,42k1KeBehAd83lrGt1okiC,"Sony Music Latin/Epic",8A,https://p.scdn.co/mp3-preview/dd35a78fbf91334612763ce6747fa890b7cb94fd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514214ddc9e33e76de6a8ee888
278,"I Wanna Be Yours","Arctic Monkeys",94,68,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","AM",2013-09-09,03:03,46,42,14,2,48,0,10,-9,C Minor,4,2023-12-26,5XeFesFbtLpXzIVDNQP22n,"Domino Recording Co",5A,https://p.scdn.co/mp3-preview/07de30bde8363d9ff78b72339245c151f67af451?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514ae1c4c5c45aabe565499163
279,"First Class","Jack Harlow",81,107,"deep underground hip hop, kentucky hip hop, pop rap, rap","Hip Hop","Come Home The Kids Miss You",2022-05-06,02:53,90,58,11,0,33,10,10,-6,F Minor,4,2023-12-26,0wHFktze2PHC5jDt3B17DC,"Generation Now/Atlantic",4A,https://p.scdn.co/mp3-preview/c05a687254dbdf50a9ab4879d85e54a7594e367f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e55edb69ca44a25b52b17bb
280,"Beteri Yok Uslanmaktan","Nova Norda",44,175,"turkish alt pop, turkish rock","Pop, Rock","Beteri Yok Uslanmaktan",2020-06-19,03:46,54,44,38,51,29,0,10,-11,F Minor,4,2023-12-26,2nDrbXeaeBbCBKvvN6CSy6,"Nova Norda",4A,,https://i.scdn.co/image/ab67616d00004851800e51385d600ac9b52e2993
